molecule_chembl_id,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id,assay_type,assay_description,document_chembl_id,readout,smiles,pActivity
CHEMBL257413,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(CC(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],6.799998134593398
CHEMBL402608,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2ccc(C(=O)[O-])s2)c2cc(Cl)ccc12.[Na+],7.299988937677888
CHEMBL403407,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2ccc(C(=O)[O-])o2)c2cc(Cl)ccc12.[Na+],7.599980364934842
CHEMBL401698,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,100.0,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2ncc(C(=O)[O-])s2)c2cc(Cl)ccc12.[Na+],7.0
CHEMBL402338,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(C(=O)[O-])co2)c2cc(Cl)ccc12.[Na+],8.100015437450608
CHEMBL402656,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,Cc1ccc2c(CC(C)C)cn(-c3nc(C(=O)[O-])cs3)c2c1.[Na+],8.0
CHEMBL402392,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(C(=O)[O-])cs2)c2cc(C(F)(F)F)ccc12.[Na+],7.899974269892137
CHEMBL257134,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(C(=O)[O-])cs2)c2cc(Br)ccc12.[Na+],8.400007822415901
CHEMBL257135,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(C(=O)[O-])cs2)c2cc(F)ccc12.[Na+],7.400007822415902
CHEMBL401785,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(C(=O)[O-])cs2)c2ccccc12.[Na+],6.799998134593398
CHEMBL255319,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1000.0,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CN(C)C(=O)c1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],6.0
CHEMBL404309,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,100.0,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)C(=O)c1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],7.0
CHEMBL256336,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,251.19,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,O=C([O-])c1csc(-n2cc(CC(F)(F)F)c3ccc(Cl)cc32)n1.[Na+],6.599997654072045
CHEMBL404176,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CCc1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],6.900008766455316
CHEMBL255880,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CCCc1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],7.50003813440381
CHEMBL255675,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)(C)CCc1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],8.199970640755865
CHEMBL254764,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)(C)Cc1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],7.50003813440381
CHEMBL377852,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,8.100015437450608
CHEMBL402326,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,398.11,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,O=C(Cc1ccccn1)Nc1ccn(Cc2cc(Cl)ccc2OCc2ccccc2)n1,6.399996913372259
CHEMBL257969,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,O=C(Cc1ccccc1)Nc1ccn(Cc2cc(Cl)ccc2OCc2ccccc2)n1,6.799998134593398
CHEMBL255485,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,251.19,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,O=C(Nc1ccn(Cc2cc(Cl)ccc2OCc2ccccc2)n1)c1ccccc1,6.599997654072045
CHEMBL255701,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OC2CCOCC2)nn1Cc1cc(Cl)ccc1OCC(C)C,7.199970640755866
CHEMBL255876,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OC(C)(C)C(F)(F)F)nn1Cc1cc(Cl)ccc1OCC(C)C,7.299988937677888
CHEMBL258183,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OC(C)C)nn1Cc1cc(Cl)ccc1OCC(C)C,7.299988937677888
CHEMBL402770,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OC(C)(C)C)nn1Cc1cc(Cl)ccc1OCC(C)C,7.50003813440381
CHEMBL429321,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)O[C@H]2CCOC2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.100015437450609
CHEMBL258439,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,COC(=O)Nc1cc(C)n(Cc2cc(Cl)ccc2OCc2ccccc2)n1,6.699991797446187
CHEMBL258226,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,CCOC(=O)Nc1cc(C)n(Cc2cc(Cl)ccc2OCc2ccccc2)n1,7.100015437450609
CHEMBL256560,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OCC(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.599980364934842
CHEMBL253538,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OCc2ccccn2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.100015437450609
CHEMBL254963,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OCc2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.100015437450609
CHEMBL256092,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OC(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.50003813440381
CHEMBL258199,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)OC(C)(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.599980364934842
CHEMBL258413,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C2CCCC2)nn1Cc1cc(Cl)ccc1OCC(C)C,7.599980364934842
CHEMBL258200,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C2CCCCC2)nn1Cc1cc(Cl)ccc1OCC(C)C,7.50003813440381
CHEMBL403580,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C(F)(F)c2ccccn2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.599980364934842
CHEMBL254558,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C(F)(F)c2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.400007822415902
CHEMBL437796,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C(C)(C)c2ccccn2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.79997073344623
CHEMBL254559,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C(C)(C)c2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.199970640755866
CHEMBL404481,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)Cc2ccncc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.299988937677888
CHEMBL257544,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)Cc2cccnc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.400007822415902
CHEMBL257138,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)Cc2ccccn2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.700057099977233
CHEMBL256933,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)Cc2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.899974269892137
CHEMBL404026,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)c2c(F)cccc2F)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.899974269892137
CHEMBL254990,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)c2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.79997073344623
CHEMBL403939,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C2CCOCC2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.199970640755866
CHEMBL403940,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C2CCOC2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.400007822415902
CHEMBL256731,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C2CCCO2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.400007822415902
CHEMBL404297,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)CC2CCCCC2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,8.199970640755865
CHEMBL254151,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C2CCCC2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.79997073344623
CHEMBL254150,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)CC(C)(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1,8.0
CHEMBL254152,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(NC(=O)C(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.599980364934842
CHEMBL402604,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,316.23,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,CC(=O)Nc1cc(C)n(Cc2cc(Cl)ccc2OCc2ccccc2)n1,6.499996931948306
CHEMBL402202,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,251.19,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)NN2CCOCC2)nn1Cc1cc(Cl)ccc1OCC(C)C,6.599997654072045
CHEMBL256532,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)NN2CCCCC2)nn1Cc1cc(Cl)ccc1OCC(C)C,6.699991797446187
CHEMBL256737,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(N)=O)nn1Cc1cc(Cl)ccc1OCC(C)C,6.900008766455316
CHEMBL256736,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)NCc2ccncc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.100015437450609
CHEMBL254553,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)NCc2cccnc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.299988937677888
CHEMBL254554,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)NCc2ccccn2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.599980364934842
CHEMBL257146,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)NCc2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.400007822415902
CHEMBL257147,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)Nc2ccccn2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,6.900008766455316
CHEMBL404711,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)Nc2c(F)cccc2F)nn1Cc1cc(Cl)ccc1OCc1ccccc1,8.0
CHEMBL256579,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)Nc2ccc(F)cc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.100015437450609
CHEMBL254958,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)Nc2cccc(F)c2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,6.699991797446187
CHEMBL404698,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)Nc2ccccc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1,7.400007822415902
CHEMBL257970,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)NC(C)C)nn1Cc1cc(Cl)ccc1OCc1ccccc1,6.900008766455316
CHEMBL258171,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,100.0,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,CNC(=O)c1cc(C)n(Cc2cc(Cl)ccc2OCc2ccccc2)n1,7.0
CHEMBL437399,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(N)=O)nn1Cc1cc(Cl)ccc1OCc1ccccc1,6.900008766455316
CHEMBL256785,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)[O-])nn1C(C)c1cc(Cl)ccc1OCc1ccccc1.[Na+],8.0
CHEMBL258184,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1cc(C(=O)[O-])nn1Cc1cc(Br)ccc1OCc1ccccc1.[Na+],8.199970640755865
CHEMBL232117,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(C(=O)NCc2ccccn2)cc1,8.599980364934842
CHEMBL233140,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL937605,B,Displacement of [3H]PGE2 from human PGE2-EP1 receptor expressed in CHO-K1 cells,CHEMBL1143088,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)NCc2ccccc2)c1,7.599980364934842
CHEMBL521609,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1420.0,nM,CHEMBL960843,B,Displacement of radioligand from EP1 receptor,CHEMBL1153263,IC50,Cn1cc(/C=C/C(=O)NS(=O)(=O)c2ccc(F)c(F)c2)c2c(Oc3ccc4ccccc4c3)cccc21,5.847711655616943
CHEMBL459885,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3860.0,nM,CHEMBL960843,B,Displacement of radioligand from EP1 receptor,CHEMBL1153263,IC50,Cn1cc(/C=C/C(=O)NS(=O)(=O)c2ccc(F)c(F)c2)c2c(Oc3ccc(Cl)cc3Cl)cccc21,5.413412695328245
CHEMBL475348,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5320.0,nM,CHEMBL960843,B,Displacement of radioligand from EP1 receptor,CHEMBL1153263,IC50,Cn1cc(/C=C/C(=O)NS(=O)(=O)c2cc(F)c(F)cc2F)c2c(Oc3ccc(Cl)c(Cl)c3)cccc21,5.274088367704952
CHEMBL521777,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1370.0,nM,CHEMBL960843,B,Displacement of radioligand from EP1 receptor,CHEMBL1153263,IC50,Cn1cc(/C=C/C(=O)NS(=O)(=O)c2cc(F)c(F)cc2F)c2c(Oc3ccc(Cl)c(F)c3)cccc21,5.863279432843593
CHEMBL404525,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL1022751,B,Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1155060,IC50,Cc1cc(C(=O)[O-])nn1Cc1cc(Cl)ccc1OCc1ccccc1.[Na+],8.0
CHEMBL479591,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL1022751,B,Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1155060,IC50,Cc1cc(C(=O)Nc2ccc(CN3CCOCC3)cc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1.Cl,8.0
CHEMBL480181,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL1022751,B,Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1155060,IC50,Cc1cc(C(=O)Nc2ccc(CN3CCCCC3)cc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1.Cl,7.899974269892137
CHEMBL479989,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL1022751,B,Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1155060,IC50,Cc1cc(C(=O)Nc2ccc(CN3CCCC3)cc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1.Cl,7.899974269892137
CHEMBL480950,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL1022751,B,Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1155060,IC50,Cc1cc(C(=O)Nc2ccc(CN(C)C)cc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1.Cl,8.100015437450608
CHEMBL480790,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL1022751,B,Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1155060,IC50,CCNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1.Cl,7.899974269892137
